t,send_ms,read_ms,max_err_deg
307518.911920875,2.521290967706591,1.2573340209200978,14.999542236328125
307519.232217166,1.2369999894872308,1.2082919711247087,14.999542236328125
307519.269390375,1.1547079775482416,1.1986670433543622,14.999542236328125
307519.303744291,1.2444169842638075,1.257374999113381,14.291691528477415
307519.338110833,1.2064579641446471,1.234334020409733,12.747289984075863
307519.372467333,1.1702919728122652,1.270041975658387,4.6550148825234245
307519.406824791,1.3705000164918602,1.258542004507035,11.543728547360146
307519.441201791,1.4300409820862114,1.2525420170277357,23.88030888030889
307519.475557958,1.402875001076609,1.2606660020537674,24.459459459459467
307519.509927791,1.7723750206641853,1.2426250032149255,23.687258687258698
307519.54365575,1.3386249775066972,1.2566249934025109,21.6924066924067
307519.57800175,1.2881659786216915,1.2985420180484653,19.182754182754188
307519.612348041,1.3834169949404895,1.275499991606921,16.737451737451742
307519.646709833,1.6282500000670552,1.2425410095602274,14.292149292149297
307519.6800765,1.4416250050999224,1.2651249999180436,11.975546975546983
307519.714437625,1.231375033967197,1.2740829843096435,9.530244530244538
307519.748794916,1.186832960229367,1.2370420154184103,7.084942084942092
307519.783139458,1.1892500333487988,1.2809999752789736,4.768339768339775
307519.817508833,1.4209579676389694,1.2781250406987965,2.9665379665379703
307519.851870833,1.3961250078864396,1.2482079910114408,1.9340659340659272
307519.886246791,1.4512920170091093,1.2444999883882701,1.9340659340659272
307519.920379333,1.4572919462807477,1.2243750388734043,1.9340659340659272
307519.954191041,1.4896250213496387,1.2462919694371521,1.9340659340659272
307519.9885575,1.5040420112200081,1.2924580369144678,1.9340659340659272
307520.022918083,1.1947500170208514,1.1876669595949352,1.8735043033138652
307520.057285208,1.4745829976163805,1.244707964360714,1.209633628090657
307520.09166425,1.4036669745109975,1.268249994609505,2.0933180588942264
307520.126039791,1.9030830007977784,1.2678749626502395,2.865781679258234
307520.160414458,1.8330420134589076,1.2694159522652626,3.400365137791894
307520.194547583,1.7130420310422778,1.2784579885192215,3.8728926103193686
307520.228924625,1.763499982189387,1.3219169923104346,4.257507994934755
307520.263298083,1.7799999914132059,1.2832079664804041,4.878278459821431
307520.296988291,1.7949159955605865,1.2770839966833591,5.878278459821431
307520.331373041,1.982124987989664,1.2613749713636935,6.878278459821431
307520.36575325,1.745374989695847,1.3461660128086805,7.878278459821431
307520.400117458,1.6406670329160988,1.283791963942349,8.702454283997255
307520.434005875,1.5589589602313936,1.2829580227844417,9.614542196085168
307520.468378125,2.134749956894666,1.2646670220419765,10.52663010817308
307520.502763208,2.1584999631159008,1.3014160213060677,11.52663010817308
307520.5371415,1.9950420246459544,1.2634999584406614,12.52663010817308
307520.571516666,2.1070839720778167,1.2593750143423676,13.438718020260993
307520.604965208,2.294791047461331,1.2620839988812804,14.438718020260993
307520.63934325,2.1742910030297935,1.2563749914988875,15.438718020260993
307520.675697541,1.465874956920743,2.6433340390212834,16.438718020260993
307520.710064708,1.3323749881237745,1.23066600644961,17.438718020260993
307520.744432625,2.170209016185254,1.3251659693196416,18.350805932348905
307520.778791416,2.0738749881275,1.297915994655341,19.262893844436817
307520.812195291,2.175334026105702,1.2657499755732715,20.087069668612642
307520.846560208,2.5767500046640635,1.263874990399927,20.911245492788467
307520.880149041,2.248374978080392,1.2820829870179296,21.735421316964278
307520.9145205,2.4139999877661467,1.2988750240765512,22.471685053228015
307520.948892416,2.2937500034458935,1.1883749975822866,23.383772965315927
307520.982964833,1.949083001818508,1.2579589965753257,24.383772965315927
307521.017239375,2.121000026818365,1.2574580032378435,25.383772965315927
307521.050840291,1.9384999759495258,1.2677500490099192,26.383772965315927
307521.084841208,2.3882920504547656,1.2572080013342202,26.659340659340657
307521.119209875,1.9884170033037663,1.259916985873133,26.659340659340657
307521.153579375,2.197416964918375,1.282458018977195,26.659340659340657
307521.187110416,1.9525840179994702,1.2473749811761081,26.659340659340657
307521.221479291,2.131458022631705,1.2663749512284994,26.659340659340657
307521.25585,2.000666980165988,1.269000000320375,26.659340659340657
