t,send_ms,read_ms,max_err_deg
306927.74556525,2.341249957680702,1.2925839982926846,15.0
306928.059031166,1.2605839874595404,1.2032499653287232,15.0
306928.101109208,1.1280840262770653,1.1977910180576146,15.0
306928.135459583,1.253750000614673,1.2526250211521983,14.407114624505931
306928.169182583,1.2067920179106295,1.2152079725638032,13.353096179183137
306928.203108708,1.331958977971226,1.2089580413885415,12.694334650856392
306928.237458416,1.4794589951634407,1.23758299741894,12.694334650856392
306928.271822666,1.8266250262968242,1.2688330025412142,17.67032967032968
306928.30616575,1.3473749859258533,1.2119169696234167,23.64835164835165
306928.340539375,1.5334160416387022,1.2685839901678264,30.065934065934073
306928.374885291,1.4110410120338202,1.2557919835671782,35.69230769230769
306928.409259875,1.5117500443011522,1.228832988999784,40.35164835164835
306928.443071416,1.5511250239796937,1.2344169663265347,43.956043956043956
306928.47743475,1.939375011716038,1.253083988558501,46.24175824175825
306928.511790625,1.8975840066559613,1.298332994338125,47.56043956043956
306928.546023666,1.9217919907532632,1.2839579721912742,48.35164835164835
306928.580390708,1.9092089496552944,1.2623330112546682,48.967032967032964
306928.614760916,2.0097499946132302,1.3555419864133,49.230769230769226
306928.648744083,1.9330420182086527,1.262207981199026,49.318681318681314
306928.682476833,2.174332970753312,1.2634170125238597,49.4065934065934
306928.71683675,1.9362079910933971,1.2829999905079603,49.4065934065934
306928.751218958,1.6462499625049531,1.3097919872961938,49.49450549450549
306928.785579041,2.458208007737994,1.243709004484117,49.49450549450549
306928.820017583,1.8406250164844096,1.2390409829095006,49.49450549450549
306928.854373166,1.4853749889880419,1.3380000018514693,49.49450549450549
306928.888744416,1.8124579801224172,1.2392090284265578,49.49450549450549
306928.923107708,1.4661659952253103,1.248125045094639,49.49450549450549
306928.957455625,1.5795000363141298,1.2556249857880175,49.49450549450549
306928.991817708,1.9348749774508178,1.301957992836833,49.49450549450549
306929.026183041,2.038792008534074,1.2072079698555171,49.49450549450549
306929.060550708,2.360332990065217,1.2638750486075878,49.49450549450549
